sheet_id,iou,dice,precision,recall,predicted_area_pixels,ground_truth_area_pixels,area_diff_pct,inference_time_seconds
sheet_F1_L1_C1,0.8698841619487733,0.9304150274658611,0.8785934074356767,0.9887329511761218,626251,556490,12.535894625240346,0.6808090209960938
sheet_F1_L1_C2,0.8755944931163955,0.9336714266648872,0.8859110420689421,0.986874876457798,619911,556490,11.396610900465417,0.472949743270874
sheet_F1_L1_C3,0.874214286737017,0.9328861624024997,0.8840396214182177,0.9874463152976694,621583,556490,11.697065535768838,0.449918270111084
sheet_F1_L1_C4,0.8680141898836297,0.9293443214558277,0.8772687310423837,0.9879925964527665,626727,556490,12.621430753472659,0.4525570869445801
sheet_F1_L1_C5,0.8896284638446481,0.941590879759088,0.9032983359746434,0.9832737335801183,605760,556490,8.85370806303797,0.3345656394958496
sheet_F1_L1_C6,0.8676636203899697,0.9291433542072215,0.8765340624810781,0.9884710689597548,627582,556513,12.77041147286766,0.5012774467468262
sheet_F1_L2_C1,0.8846161979104822,0.9387759681693034,0.8945823066319699,0.9875630111713177,607934,550696,10.393756264799453,0.5109341144561768
sheet_F1_L2_C2,0.8865970455967369,0.9398902088456343,0.8982579308335982,0.9855691706495053,604224,550696,9.72006333803042,0.49570608139038086
sheet_F1_L2_C3,0.8866502031803274,0.9399200781212126,0.8981390793339863,0.9857779972979648,604432,550696,9.757833723143078,0.5646586418151855
sheet_F1_L2_C4,0.8828338405672358,0.9377713758334267,0.8931086262925638,0.9871362784549007,608674,550696,10.52813167337333,0.4909679889678955
sheet_F1_L2_C5,0.889216710952679,0.9413602005502819,0.9008681710982506,0.985663596612287,602531,550696,9.412634193820184,0.46582937240600586
sheet_F1_L2_C6,0.8839573802464773,0.9384048593825721,0.8998482625141786,0.980413506749927,600379,551043,8.95320328903552,0.494016170501709
sheet_F2_L1_C1,0.9536705191982142,0.9762859293076709,0.9638519992643968,0.9890448534231042,609024,593511,2.613767899836734,0.5250215530395508
sheet_F2_L1_C2,0.9532886498987395,0.9760857924896651,0.9635131031426203,0.9889909369834763,609205,593511,2.6442643860012702,0.44617223739624023
sheet_F2_L1_C3,0.9524308472849835,0.9756359346702776,0.9622715406839072,0.9893767765045636,610229,593511,2.8167969928105796,0.5182657241821289
sheet_F2_L1_C4,0.9514472970017094,0.9751196442389762,0.9612468959375865,0.9893986800581623,610893,593511,2.928673605038491,0.44826507568359375
sheet_F2_L1_C5,0.9544678864308153,0.9767035754921847,0.9651301655815423,0.9885579205777146,607918,593511,2.427419205372773,0.4613056182861328
sheet_F2_L1_C6,0.9523203800481226,0.9755779735543701,0.9627248303213807,0.9887789601712889,609682,593617,2.7062904195803017,0.5646474361419678
sheet_F2_L2_C1,0.9548123058263892,0.9768838706207612,0.9661280873238568,0.9878818356804033,648620,634337,2.251642265861837,0.4651045799255371
sheet_F2_L2_C2,0.9522508180235578,0.9755414716512795,0.9631894016453141,0.988214466442916,650818,634337,2.598145780555131,0.4994075298309326
sheet_F2_L2_C3,0.9539173871511405,0.9764152705984929,0.964487568111248,0.9886416841521147,650223,634337,2.5043470584247807,0.43488001823425293
sheet_F2_L2_C4,0.951720066532307,0.9752628800125657,0.9622667276348538,0.9886148845172203,651706,634337,2.7381344616505108,0.45641279220581055
sheet_F2_L2_C5,0.9552997458513978,0.9771389249942656,0.9672770522316015,0.9872039625624865,647405,634337,2.0601036988225503,0.5037307739257812
sheet_F2_L2_C6,0.951685974772226,0.9752449800570953,0.9628994907893687,0.987911147802879,651204,634717,2.5975355946035794,0.5131263732910156
sheet_F3_L1_C1,0.9454336382073883,0.9719515686780806,0.955275801525795,0.9892198804711788,579239,559363,3.553327624458536,0.5051529407501221
sheet_F3_L1_C2,0.945980114121707,0.9722402682913982,0.9551886589028407,0.9899117388887002,579697,559363,3.635206475937808,0.4594902992248535
sheet_F3_L1_C3,0.9454442397619385,0.9719571709519994,0.9545492153672192,0.9900118527682381,580144,559363,3.715118804783298,0.4244263172149658
sheet_F3_L1_C4,0.9442851883917677,0.9713443213264833,0.9528891166687877,0.9905285118965681,581458,559363,3.9500288721277594,0.3496415615081787
sheet_F3_L1_C5,0.9447882026073947,0.971610380339318,0.9558688450860153,0.9878790695845096,578095,559363,3.348809270545245,0.43296217918395996
sheet_F3_L1_C6,0.9440313084837597,0.9712099844935662,0.9537943385266656,0.9892734553775744,580167,559360,3.719786899313501,0.48237180709838867
sheet_F3_L2_C1,0.9504576770286413,0.9745996421481792,0.9599782547699215,0.9896733136875598,570240,553130,3.0933053712508816,0.4853072166442871
sheet_F3_L2_C2,0.9497595091386527,0.9742324678372555,0.9583489280729799,0.990651383942292,571774,553130,3.370636197638891,0.45306992530822754
sheet_F3_L2_C3,0.9494192010202102,0.9740534006470651,0.958027799632835,0.9906242655433624,571950,553130,3.402455119049771,0.45487523078918457
sheet_F3_L2_C4,0.9496043921394702,0.974150854366292,0.9579120842632124,0.990949686330519,572207,553130,3.4489179758827038,0.5158028602600098
sheet_F3_L2_C5,0.9485354080418088,0.9735880642734068,0.9592759942795477,0.9883336647804314,569885,553130,3.029125160450527,0.5118341445922852
sheet_F3_L2_C6,0.9492362873740021,0.9739571272324371,0.9597383881663826,0.9886035095332375,569699,553065,3.007603084628389,0.44351840019226074
sheet_F4_L1_C1,0.8868543796115742,0.9400347893239552,0.8948085314922184,0.9900761532634265,555026,501620,10.646704676847015,0.44936537742614746
sheet_F4_L1_C2,0.885510380776946,0.9392792421668466,0.8927628483061106,0.9909094533710777,556766,501620,10.993580798213788,0.5086793899536133
sheet_F4_L1_C3,0.886850578900277,0.940032654220203,0.8948991268775737,0.9899605278896376,554905,501620,10.622582831625532,0.5261051654815674
